"StockCode","Description","price_med","price_mean","quantity_med","quantity_mean","price_range_normalized","quant_range_normalized","normalized_slope","norm_slope_rob","seasonal","weeks_till_first_order","num_customers","num_orders","Australia","Austria","Bahrain","Belgium","Brazil","Canada","Channel_Islands","Cyprus","Czech_Republic","Denmark","EIRE","European_Community","Finland","France","Germany","Greece","Hong_Kong","Iceland","Israel","Italy","Japan","Lebanon","Lithuania","Malta","Netherlands","Norway","Poland","Portugal","RSA","Saudi_Arabia","Singapore","Spain","Sweden","Switzerland","United_Arab_Emirates","United_Kingdom","USA"
"21124","SET/10 BLUE POLKADOT PARTY CANDLES",1.855,1.82,436,995.75,1.87810809388141,2.11920943099363,-0.713411628783972,-0.697326396332634,0.662023397585254,1.64513888888889,180,238,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1
"22735","RIBBON REEL SOCKS AND MITTENS",3.29,3.39555555555556,12,82.8888888888889,3.32079260396548,3.07246921038959,-0.447231559778944,-0.00656643354822505,0.832223085862333,1.64513888888889,74,136,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"22945","CHRISTMAS METAL TAGS ASSORTED ",1.8,5.036,150,600.6,1.91647460368466,2.34050353592342,-0.678569621348955,-0.535218795431186,1.58063428779552,1.64513888888889,119,172,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"21815","STAR  T-LIGHT HOLDER ",2.92,2.45,24,53,1.76563276168659,1.86370265915818,-0.982582783448986,-0.982558456249539,1.32098523807055,1.64513888888889,16,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21814","HEART T-LIGHT HOLDER ",2.92,2.45,2,26,1.76563276168659,1.74371242961721,-0.999739063048327,-0.99973607256399,1.3856406460551,1.64513888888889,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10125","MINI FUNKY DESIGN TAPES",0.83,1.02666666666667,30,216,2.46298211621338,2.53027559534569,-0.350783807758091,-0.186010041495367,0.92924163009928,1.64513888888889,50,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"22573","STAR WOODEN CHRISTMAS DECORATION",1.24,1.215,393,672.25,1.88188282470824,2.17432370308633,-0.708943490043159,-0.693972486733393,0.58222380078665,1.64513888888889,128,221,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"22577","WOODEN HEART CHRISTMAS SCANDINAVIAN",0.85,1.052,700,2122,2.33712182153761,2.3307514515667,-0.793715744221883,-0.782763281900237,1.71492257928357,1.64513888888889,344,538,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
"22603","CHRISTMAS RETROSPOT TREE WOOD",1.24,1.215,109,347.25,1.88188282470824,2.08370961233882,-0.569037856955228,-0.547399594460549,0.496907136233891,1.64513888888889,112,171,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"20866","BLUE ROSE FABRIC MIRROR",1.155,1.49333333333333,70.5,99.6666666666667,2.14437411780858,2.78384075760516,-0.458816514236217,-0.311705114062389,0.759538011881731,1.64513888888889,35,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"85095","THREE CANVAS LUGGAGE TAGS",1.465,1.84833333333333,22,25,2.79426654248139,2.78571428571429,-0.408374192528881,-0.423040969799568,1.62388272264185,1.64513888888889,10,48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"22333","RETROSPOT PARTY BAG + STICKER SET",2.47,2.4375,998,1123.5,1.85717926373448,1.95829944825813,-0.994288655361674,-0.996007800950624,1.55280614512951,1.64513888888889,168,317,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
"22731","3D CHRISTMAS STAMPS STICKERS ",1.645,1.76166666666667,59.5,195.333333333333,2.39711448215476,2.55506297517404,-0.477964571788647,-0.0832317244797187,1.13586623915217,1.64513888888889,86,143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"22956","36 FOIL HEART CAKE CASES",2.46,2.92714285714286,23,293.571428571429,2.7415785705267,2.22609685110468,-0.492603650626335,-0.491177759415262,0.670181417528673,1.64513888888889,145,198,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
"22582","PACK OF 6 SWEETIE GIFT BOXES",3.755,3.6675,153.5,265.25,1.89553179345279,2.13079971011896,-0.771658095943955,-0.753044921578594,0.869505632710756,1.64513888888889,74,102,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"85231B","CINAMMON SET OF 9 T-LIGHTS",1.24,1.215,85.5,217,1.88188282470824,2.10951845261366,-0.604657665322278,-0.58433809591795,0.740818963110162,1.64513888888889,75,151,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"85231G","ORANGE SCENTED SET/9 T-LIGHTS",1.24,1.215,67.5,148.5,1.88188282470824,2.12064310956104,-0.701037818758491,-0.683916640367661,1.34361139870559,1.64513888888889,50,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22082","RIBBON REEL STRIPES DESIGN ",3.325,3.015,69,452.166666666667,2.30346580418309,2.52094660980368,-0.631708906690655,-0.110491033910843,1.3856406460551,1.64513888888889,251,409,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"22500","SET OF 2 TINS JARDIN DE PROVENCE",7.87,7.0025,53,63.25,2.05529447996493,2.10058542306826,-0.803470625760156,-0.62523123495993,0.877692267095844,1.64513888888889,79,96,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"22742","MAKE YOUR OWN PLAYTIME CARD KIT",2.95,3.598,48,128.6,2.3157418643491,2.0426251694824,-0.744793820726352,-0.776588746193417,0.738198724040411,1.64513888888889,78,101,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"21329","DINOSAURS  WRITING SET ",2.47,2.2825,157,235.75,2.02435091790796,2.26555091179825,-0.471657222539484,-0.444970498605201,1.16718809988909,1.64513888888889,121,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"21327","SKULLS WRITING SET ",2.485,2.35,69.5,144,2.5979686565652,2.64517253765427,-0.555729537413925,-0.24856797278982,0.795723714305535,1.64513888888889,100,252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48173C","DOORMAT BLACK FLOCK ",8.1,9.87,108,225.25,2.64431133066708,2.97971264569545,-0.64401343190444,-0.199241197103054,0.433947091063533,1.64513888888889,106,188,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"72818","CHRISTMAS DECOUPAGE CANDLE",0.85,1.05,36,369,2.23374942736505,2.28905246226586,-0.673396583243458,-0.6463401099229,0.279323411733037,1.64513888888889,52,76,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22312","OFFICE MUG WARMER POLKADOT",4.37,4.44166666666667,24.5,108.166666666667,2.65622618573496,2.54989918226162,-0.333506791284266,-0.0635366103139619,1.24408193744965,1.64513888888889,62,131,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
"21137","BLACK RECORD COVER FRAME",4.13,5.27,169,2331.2,2.02446809139677,2.29615714063922,-0.550607093987791,-0.499086229238494,1.5066595644416,1.64553571428571,141,375,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"22041","RECORD FRAME 7"" SINGLE SIZE ",4.96,4.092,384,874.8,2.23334277100881,2.44659287072004,-0.841730656948147,-0.850433492097686,1.0558087462985,1.64553571428571,74,361,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"20979","36 PENCILS TUBE RED RETROSPOT",1.855,1.82,539.5,934.75,1.87810809388141,2.19090599265435,-0.740115759635336,-0.727904159892604,0.678284180616752,1.64553571428571,165,325,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"20977","36 PENCILS TUBE WOODLAND",1.855,1.93,95,434.25,2.05378172294531,2.0302985743745,-0.529636497442233,-0.511362164175539,0.35687879467249,1.64553571428571,112,184,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"22571","ROCKING HORSE RED CHRISTMAS ",1.24,1.215,298,610.25,1.88188282470824,2.11232638340282,-0.67092484245243,-0.6529177677451,1.27410692683289,1.64553571428571,153,254,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
"22423","REGENCY CAKESTAND 3 TIER",12.72,15.3077777777778,251,1541.88888888889,2.85285672601808,2.92517934331992,-0.165954020397938,0.0245269114011559,1.65890704733208,1.64553571428571,880,1986,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
"21621","VINTAGE UNION JACK BUNTING",8.87,11.4845454545455,74,253.545454545455,2.83561746728821,3.43821600820901,-0.322357161450716,-0.11184396398549,1.26313761072072,1.64593253968254,268,475,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"47563A","RETRO LONGBOARD IRONING BOARD COVER",3.555,4.17,6.5,47.5,2.83535042058379,2.50135551778931,-0.742271884877666,-0.727926054184792,1.10184628571342,1.64593253968254,31,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"84558A","3D DOG PICTURE PLAYING CARDS",4.37,4.235,13.5,84,1.92058431326856,2.04335196899587,-0.508893316456155,-0.474331230009704,1.43005255024047,1.64593253968254,50,81,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21577","SAVE THE PLANET COTTON TOTE BAG",3.605,3.475,76.5,180,1.91522505414732,2.13112177713194,-0.613751806477372,-0.585046364305511,0.996343930493297,1.64593253968254,95,175,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
"22087","PAPER BUNTING WHITE LACE",5.37,4.79666666666667,120.5,681.5,2.4323202377393,2.26017421575471,-0.942684998029796,-0.938803098680464,0.56133435838902,1.64593253968254,156,326,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22651","GENTLEMAN SHIRT REPAIR KIT ",0.85,1.13,77,433.2,1.98944583661936,2.18546485262441,-0.606098576952868,-0.67625526317723,0.831235623958536,1.64593253968254,74,170,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"22713","CARD I LOVE LONDON ",0.83,0.692,94,700.2,2.251930238305,2.17906194822826,-0.912903686381178,-0.894078291017627,0.251739756550158,1.64593253968254,110,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"21370","MIRRORED WALL ART FOXY",6.35,6.82,6,5.33333333333333,1.99435292990548,1.96396101212393,-0.255445526005401,-0.25774948980644,0.970453925705805,1.64593253968254,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21367","MIRRORED WALL ART GENTS",2.55,2.834,11,34.2,2.04113478031047,2.33592550447316,-0.773084584389673,-0.673673125331835,0.734236232678235,1.64593253968254,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22376","AIRLINE BAG VINTAGE JET SET WHITE",4.23,5.55,12,42.3333333333333,2.05897446074819,2.52532769340705,-0.356409238452025,-0.0664981584745625,1.10059886833388,1.64593253968254,67,122,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",4.23,5.55,20.5,46.5,2.05897446074819,2.60069639542376,-0.352627042267077,-0.0705610223530672,1.29088353379521,1.64593253968254,82,147,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"21894","POTTING SHED SEED ENVELOPES",2.46,2.07333333333333,110,199,1.76602738579893,1.88798017105557,-0.988428465949919,-0.988448585665417,1.01278130196244,1.64593253968254,58,130,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"70007","HI TEC ALPINE HAND WARMER",1.65,1.82857142857143,62,120.714285714286,2.60481705344899,2.54665076130752,-0.68415967351649,-0.679892160566258,1.18869861215948,1.64593253968254,47,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22712","CARD DOLLY GIRL ",0.625,0.615,940,1120.75,1.87676567230783,2.06548211712775,-0.928067219892409,-0.921615599738708,1.36234860275319,1.64632936507937,142,312,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
"22983","CARD BILLBOARD FONT",0.625,0.615,478.5,1325.5,1.87676567230783,2.12394422916683,-0.629924329021398,-0.613192285042452,0.66943347831114,1.64632936507937,224,443,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
"22024","RAINY LADIES BIRTHDAY CARD",0.625,0.615,422.5,607.5,1.87676567230783,2.18421535530253,-0.822899724380929,-0.813832387513354,1.17051210465972,1.64632936507937,91,213,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"21488","RED WHITE SCARF  HOT WATER BOTTLE",8.29,6.90333333333333,4,23,1.76614609572122,1.77271481483256,0.493885485458079,0.494001270612199,0.59502124275492,1.64632936507937,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22895","SET OF 2 TEA TOWELS APPLE AND PEARS",4.52,4.7225,167,257.875,2.58589586083058,2.60881392739483,-0.804073698814833,-0.761080554681253,1.00769802706688,1.64632936507937,164,284,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"22784","LANTERN CREAM GAZEBO ",7.87,7.7525,268.5,320.25,1.85347389669869,2.08989524598644,-0.926135193866378,-0.921747233906798,1.39779155018702,1.64642857142857,193,299,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"21441","BLUE BIRDHOUSE DECORATION",0.85,1.01,48,84.2,2.33230520667697,2.41294510533633,-0.674423514319805,-0.605772803062203,1.5933639653198,1.64642857142857,35,62,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"84947","ANTIQUE SILVER TEA GLASS ENGRAVED",1.855,1.82,1658.5,2176.5,1.87810809388141,2.12593813852478,-0.956609166304285,-0.962030157929561,1.7344513358461,1.64662698412698,178,347,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22485","SET OF 2 WOODEN MARKET CRATES",18.855,18.5375,94.5,130.5,1.87372028602714,2.28639514293786,-0.757414247749775,-0.751448824620235,1.59715666580372,1.6468253968254,141,206,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"21794","CLASSIC FRENCH STYLE BASKET NATURAL",7.105,7.83666666666667,10,87,2.43263211084784,2.49727531875319,-0.427638579569118,-0.0197362568825916,1.6395215859089,1.64712301587302,80,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"20707","CRAZY DAISY HEART DECORATION",1.25,1.622,48,92.8,2.09498132950107,2.45498984440663,-0.732412442206419,-0.296252541270073,1.22703305977325,1.64712301587302,21,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22588","CARD HOLDER GINGHAM HEART",4.96,4.25,42,137.4,2.25312607751197,2.44402092083592,-0.714757557828876,-0.288088970586552,1.08056576530167,1.64712301587302,111,175,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"21292","SMALL STRIPES CHOCOLATE GIFT BAG ",0.745,0.8275,240,216.75,2.3932783437323,1.93957203231268,-0.344892155911989,-0.358397705739588,0.659372329025025,1.64712301587302,26,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"22760","TRAY, BREAKFAST IN BED",18.855,18.5375,64.5,68.75,1.87372028602714,1.920467880312,-0.97413676174421,-0.969708222796241,0.350354071916543,1.64712301587302,51,80,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"22107","PIZZA PLATE IN BOX",3.75,4.674,45,118.8,2.29062160650612,2.2785426732316,-0.430784632633478,-0.432912546297923,0.866298899892247,1.64712301587302,45,179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"22151","PLACE SETTING WHITE HEART",1.63,1.316,236,3030,2.34607973297485,2.18988977784745,-0.875737319878073,-0.863343870996402,1.22676628021054,1.64712301587302,175,332,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22643","SET OF 4 NAPKIN CHARMS LEAVES   ",1.66,2.5,27,34.2857142857143,2.35551180248784,2.97392981384958,-0.403183442538741,-0.345464227576752,0.276324848116754,1.64712301587302,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22642","SET OF 4 NAPKIN CHARMS STARS   ",2.55,3.092,57,53.8,2.28736032648942,2.50779306745835,-0.664317621807166,-0.592163648193071,1.16723492539337,1.64712301587302,40,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22604","SET OF 4 NAPKIN CHARMS CUTLERY",2.55,3.20333333333333,400,416.333333333333,1.8597193080622,1.99830642074815,-0.913934637822977,-0.914224568147597,0.935548324242084,1.64712301587302,77,123,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22099","CARAVAN SQUARE TISSUE BOX",1.25,1.534,37,289.2,2.29134966438218,2.32115087119605,-0.730866741313671,-0.707681382920027,0.456577192727861,1.64712301587302,97,153,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"22653","BUTTON BOX ",1.95,2.714,200,373.4,1.93190418912261,1.9634540851836,-0.762880031925634,-1.01471209662529,1.31678497408541,1.64712301587302,73,249,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"22906","12 MESSAGE CARDS WITH ENVELOPES",2.47,2.4375,278.5,434.25,1.85717926373448,2.15809291553569,-0.804810834951089,-0.794651440747902,1.42552579175571,1.64712301587302,150,250,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"22754","SMALL RED BABUSHKA NOTEBOOK ",0.84,0.872857142857143,118,277.285714285714,2.46202883012181,2.52053354842091,-0.303937348897558,-0.324263539897373,1.56081098026835,1.64712301587302,120,265,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"22919","HERB MARKER MINT",1.63,1.288,48,351.4,2.18292151898934,2.29789308062547,-0.6025076085479,-0.0680083257848713,0.608581713869477,1.64712301587302,133,240,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"22917","HERB MARKER ROSEMARY",1.63,1.288,46,388.8,2.18292151898934,2.28853658001042,-0.597700343963418,-0.0609678314404854,0.426829663077755,1.64712301587302,133,240,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"22920","HERB MARKER BASIL",1.63,1.288,50,685.4,2.18292151898934,1.88624021500311,-0.977778020866394,-0.982166024688539,0.0430204574916372,1.64712301587302,134,242,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"22921","HERB MARKER CHIVES ",1.63,1.288,40,344.2,2.18292151898934,2.29265260956312,-0.605885115296923,-0.0734156093569614,0.558284579548707,1.64712301587302,117,209,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"22918","HERB MARKER PARSLEY",1.63,1.288,49,374.8,2.18292151898934,2.33854698522556,-0.708246919254048,-0.237507295673046,0.287309060242344,1.64712301587302,131,238,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"22916","HERB MARKER THYME",1.63,1.288,51,381.6,2.18292151898934,2.28961541221472,-0.599917470053061,-0.0641122899619834,0.376855639476935,1.64712301587302,131,237,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"22575","METAL MERRY CHRISTMAS WREATH",3.04,2.985,91.5,159.75,1.86293114091506,2.12086248975785,-0.794098493495383,-0.782201787956672,0.422585527637141,1.64712301587302,62,90,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"21804","WHITE CHRISTMAS GARLAND STARS TREES",3.57,4.5125,35,56.25,2.08066699814225,2.26281081349702,-0.456834338190498,-0.233245790386452,0.608295886349989,1.64712301587302,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22955","36 FOIL STAR CAKE CASES ",2.28,2.59,39,174.666666666667,2.54338719845286,2.19657717968228,-0.408654329266292,-0.412550281511098,0.4519161135549,1.64712301587302,92,134,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0
"22583","PACK OF 6 HANDBAG GIFT BOXES",4.96,4.19,37,191.333333333333,1.76616099271161,1.7794494905661,-0.999896975354248,-0.999898887658421,1.12222625660768,1.64712301587302,74,111,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"22241","GARLAND WOODEN HAPPY EASTER",1.855,1.82,233.5,494.5,1.87810809388141,2.19280427894835,-0.605074253146822,-0.593615988734615,0.575097943981947,1.64712301587302,126,239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22904","CALENDAR PAPER CUT DESIGN",4.37,4.3,221,459.25,1.86885982616944,2.12424422127816,-0.718037758527737,-0.703538546650898,0.913261146659934,1.64712301587302,163,270,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"22905","CALENDAR IN SEASON DESIGN",2.75,3.485,77.5,97,2.42919622430551,2.33956562280708,-0.57466603992564,-0.60151231606819,1.92435619884652,1.64712301587302,51,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"22092","BLUE PAISLEY TISSUE BOX",0.835,1.13,47.5,168,2.12938622947687,2.10009334359245,-0.553285716579408,-0.530633473657928,1.17076228064838,1.64712301587302,76,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
